name	artists	album	cover	href	added_at
愛彌々	MONGOL800	愛彌々	https://i.scdn.co/image/ab67616d0000b273db14d6752abf6a23530220b0	https://api.spotify.com/v1/tracks/1AIayie049DuB4oClgKJ0A	2023-06-22T11:24:41Z
N.i.n.j.a	Dizzy Sunfist	DIZZYLAND -To Infinity & Beyond-	https://i.scdn.co/image/ab67616d0000b273faf5815378b9f173e2bab066	https://api.spotify.com/v1/tracks/3ua1YoazxKQbDeMfUw7N91	2023-06-22T11:21:07Z
GO!!	CHERRYBLOSSOM	GO!	https://i.scdn.co/image/ab67616d0000b2733f889f668137f04f7e30fff2	https://api.spotify.com/v1/tracks/3GtVmfk3kVMfWu98JjckP5	2023-06-22T11:17:56Z
笑って	みゆな	笑って	https://i.scdn.co/image/ab67616d0000b273c0ceeee2ca990553888ae83c	https://api.spotify.com/v1/tracks/7sqSrOQcG5vt0AVAWYZ7Jt	2023-06-22T11:13:12Z
信号	CHERRYBLOSSOM	GO!	https://i.scdn.co/image/ab67616d0000b2733f889f668137f04f7e30fff2	https://api.spotify.com/v1/tracks/5xj2KhEdVbYjxubqBExJvd	2023-06-17T19:08:56Z
大丈夫だよ	Mayo Okamoto	Hello	https://i.scdn.co/image/ab67616d0000b2736c8cf225a0ea3268457c73d4	https://api.spotify.com/v1/tracks/0ONjAk2QQo52WcKoAzfetF	2023-06-15T20:45:36Z
ロリータ108号	YAPOOS	ヤプーズ計画	https://i.scdn.co/image/ab67616d0000b273d1d26f4df6eecf3adff5ffcc	https://api.spotify.com/v1/tracks/1LxcLfJiLpRDvD8QMrd94P	2023-06-13T16:24:12Z
So Beautiful	Dizzy Sunfist	DIZZYLAND -To Infinity & Beyond-	https://i.scdn.co/image/ab67616d0000b273faf5815378b9f173e2bab066	https://api.spotify.com/v1/tracks/0ANrROnEXL45Sro21lWYgX	2023-06-08T14:41:04Z
NO BITTER LIFE	フレンズ	コン・パーチ!	https://i.scdn.co/image/ab67616d0000b27336935aad9e8a3343b7239c34	https://api.spotify.com/v1/tracks/4kcIGWTssrFHlwhMQTiLpr	2023-06-08T10:17:48Z
In The Deep	KUZIRA	Deep Down	https://i.scdn.co/image/ab67616d0000b273498c99f13728727c4aa2a6b2	https://api.spotify.com/v1/tracks/4kNUXHOGhh6gZbTK3zbbhq	2023-06-08T09:20:23Z
春はグラデーション	Superfly	Heat Wave	https://i.scdn.co/image/ab67616d0000b273c707408065fd10153ba76a7d	https://api.spotify.com/v1/tracks/17SoFAFC0rBYpO0A4nKFHb	2023-06-08T08:56:14Z
天使	adieu	adieu 2	https://i.scdn.co/image/ab67616d0000b27320f15ca0723040769b5902d0	https://api.spotify.com/v1/tracks/6c7RiaGB3qIte4DJDxcpmb	2023-06-08T07:24:52Z
How crazy	YUI	CAN'T BUY MY LOVE	https://i.scdn.co/image/ab67616d0000b2737508bd4e7236b2524dc2ec91	https://api.spotify.com/v1/tracks/6ivAnhE6HtZbq9qJvVHp6G	2023-06-08T07:23:16Z
Partner	有華	Partner	https://i.scdn.co/image/ab67616d0000b27334fca08b3e6bd06be8b4721a	https://api.spotify.com/v1/tracks/48lsRmp9AC6tU4rP9QJx4H	2023-06-08T07:10:12Z
boy - feat. asmi & imase	KERENMI	boy (feat. asmi & imase)	https://i.scdn.co/image/ab67616d0000b273a18f6d290a513b3dbb59e19b	https://api.spotify.com/v1/tracks/5ZpYanxEoJRJjfWJORq2Jf	2023-06-08T07:01:26Z
イエスタデイ	OFFICIAL HIGE DANDISM	Traveler	https://i.scdn.co/image/ab67616d0000b27376f402d83c2a85e5deca60e7	https://api.spotify.com/v1/tracks/3S3DDZrPOYTirleXRyHnNM	2023-06-08T06:51:25Z
ハナノユメ	Chatmonchy	チャットモンチー BEST〜2005-2011〜	https://i.scdn.co/image/ab67616d0000b273dd8482e6d29dc418f330e6ee	https://api.spotify.com/v1/tracks/4OoOQQJCFjqFBiJeL3l8R7	2023-06-07T17:45:56Z
TRUTH	Northern19	SMILE	https://i.scdn.co/image/ab67616d0000b273cd5def9fd01458ca4a95c882	https://api.spotify.com/v1/tracks/5zwgYQpNrhQubCFZOUJXxE	2023-06-07T17:29:41Z
阿修羅ちゃん	Ado	狂言	https://i.scdn.co/image/ab67616d0000b2732cd7888600aafe2eb8b6be9f	https://api.spotify.com/v1/tracks/0cN6iBeCR7NgeBeTIKjLml	2023-06-07T16:23:11Z
アナログライフ	imase	POP CUBE	https://i.scdn.co/image/ab67616d0000b2734b062591b6a5c15652dd2bb5	https://api.spotify.com/v1/tracks/6iYr7CUH6RckGSB3yGOm81	2023-06-07T16:18:42Z
でもね、たまには	imase	POP CUBE	https://i.scdn.co/image/ab67616d0000b2734b062591b6a5c15652dd2bb5	https://api.spotify.com/v1/tracks/6xxFBc6UtaHbAfHJ2SpfpV	2023-06-07T15:42:31Z
東京今夜	フレンズ	SOLAR	https://i.scdn.co/image/ab67616d0000b2738a57d51a556a955715598a70	https://api.spotify.com/v1/tracks/4DIsoFfeSwTvWyE3FjKOmP	2023-06-07T15:26:11Z
U+	にしな	1999	https://i.scdn.co/image/ab67616d0000b2735ea4597956b0f9020620585c	https://api.spotify.com/v1/tracks/0MGLjahQGLLVCNRw7bWPE8	2023-06-07T15:19:09Z
旅路	Fujii Kaze	LOVE ALL SERVE ALL	https://i.scdn.co/image/ab67616d0000b273af62b027ee85ae2e2f7c9702	https://api.spotify.com/v1/tracks/7uSLJCDetmdm3tQcoYLyty	2023-06-07T14:55:13Z
アイノカタチ -Tv size-	MISIA	アイノカタチ	https://i.scdn.co/image/ab67616d0000b2730b4dc373fb0a2caf7bffb901	https://api.spotify.com/v1/tracks/0BlbLxGwrtwTdUYPPkj9RE	2023-06-07T14:49:59Z
YES	Northern19	YES	https://i.scdn.co/image/ab67616d0000b2731dec46c5fd5153d5a029553f	https://api.spotify.com/v1/tracks/7t4aDuE9jG3HIdnFL6pjkP	2023-06-07T14:38:48Z
大スキ!	Ryoko Hirosue	RH Singles&...〜edition de luxe〜	https://i.scdn.co/image/ab67616d0000b273e94c405a5a8279992ba53362	https://api.spotify.com/v1/tracks/0ZHg7hCAw12rUubxS4fgGU	2023-06-07T14:26:16Z
ループ、ループ	Noanowa	SPECTACLE	https://i.scdn.co/image/ab67616d0000b2731bd381737cd80cad4f5fe259	https://api.spotify.com/v1/tracks/4qPGlXrZBi6a0ijmh2pX5o	2023-06-07T14:22:09Z
だんしじょし	Sentimental Bus	草原と鉄屑	https://i.scdn.co/image/ab67616d0000b273f85eaf98d2b4c307688b91f6	https://api.spotify.com/v1/tracks/6XZde9HMw1NXJT6g2PUDqi	2023-06-07T13:26:35Z
Bet On Me	JUJU	Bet On Me	https://i.scdn.co/image/ab67616d0000b2730e1ff7edb1a9b0b01be8433d	https://api.spotify.com/v1/tracks/0EEXoHawr15PLM5lrA72CF	2023-06-07T13:09:30Z
アイスクリーム シンドローム	Sukima Switch	アイスクリーム シンドローム	https://i.scdn.co/image/ab67616d0000b2735af032f7ed3760fdf8b46c7f	https://api.spotify.com/v1/tracks/2R9vn0EXSYBQGjravQiEE6	2023-06-07T12:49:46Z
サングリア	Shiggy Jr.	DANCE TO THE MUSIC	https://i.scdn.co/image/ab67616d0000b2738ecb95ec77aa359bfee4a737	https://api.spotify.com/v1/tracks/03rZpqTKGScDmDIPG5MQd1	2023-06-04T19:28:35Z
俺にやさしく	Wasureranneyo	俺にやさしく	https://i.scdn.co/image/ab67616d0000b2736deda08aa103b210c0d60023	https://api.spotify.com/v1/tracks/1ixw3PrFsxviMLIKcmjnJs	2023-06-04T18:51:48Z
BLUE BIRD	Ayumi Hamasaki	Secret	https://i.scdn.co/image/ab67616d0000b2730b9b9039b83b31a2aeffc50a	https://api.spotify.com/v1/tracks/42rv9MGtyeFmIEtlUP0M6e	2023-06-04T18:46:50Z
地球が一枚の板だったら	ReoNa	地球が一枚の板だったら	https://i.scdn.co/image/ab67616d0000b273feb2bc68bb49824f7bbce017	https://api.spotify.com/v1/tracks/5WERwXiN90uZMTBPoXtOaD	2023-06-04T18:39:37Z
運命の赤い糸	Inori Minase	アイオライト	https://i.scdn.co/image/ab67616d0000b2734744d3b3731bd62c92bad620	https://api.spotify.com/v1/tracks/1SZFJQzFIi6JVhFBkeIfpi	2023-06-04T18:35:34Z
青春狂騒曲	Sambomaster	サンボマスターは君に語りかける	https://i.scdn.co/image/ab67616d0000b27353cd352d7f83ec58dd52b2f5	https://api.spotify.com/v1/tracks/3zE6YLb2IBb8NriBuuXWQd	2023-06-04T02:19:58Z
High High High	Kasarinchu	やめられない　とまれない/High High High	https://i.scdn.co/image/ab67616d0000b273385e3b82fe75845a3d150324	https://api.spotify.com/v1/tracks/69JHp8ynsXCiYsO5Ck80lo	2023-06-04T02:19:28Z
One more time, One more chance	Masayoshi Yamazaki	HOME	https://i.scdn.co/image/ab67616d0000b27343c9eb81ee7284630b8dedb1	https://api.spotify.com/v1/tracks/5YRDGgdOshUPA17m7yzY7p	2023-06-04T02:17:44Z
優しさの理由	ChouCho	優しさの理由	https://i.scdn.co/image/ab67616d0000b273dfe9702e4bbcd9461c4e6880	https://api.spotify.com/v1/tracks/0HXk4XpvZCCltHWeXZe1zb	2023-06-04T02:17:15Z
その声を覚えてる	河野 マリナ	First Touch	https://i.scdn.co/image/ab67616d0000b273135cad8b67da49409e22cc76	https://api.spotify.com/v1/tracks/3DbYVf18dMVZNmtQTqJt1i	2023-06-04T02:15:47Z
高嶺の花子さん	back number	ラブストーリー	https://i.scdn.co/image/ab67616d0000b273783ed3c2af46af7ab7c671c0	https://api.spotify.com/v1/tracks/2jdbZGFp8KVTuk0YxDNL4l	2023-06-04T02:13:24Z
あなたがいることで	Uru	あなたがいることで	https://i.scdn.co/image/ab67616d0000b2735dbc8a354eabeb84d9855f85	https://api.spotify.com/v1/tracks/3sUWBR4E6RwgdM5DLy8Lgl	2023-06-04T02:12:56Z
115万キロのフィルム	OFFICIAL HIGE DANDISM	エスカパレード	https://i.scdn.co/image/ab67616d0000b273a45b49dea38f0895cbc86705	https://api.spotify.com/v1/tracks/278JqkBGkjDovOYAwE8TW7	2023-06-04T02:12:25Z
君は1000%	1986 OMEGA TRIBE	Navigator	https://i.scdn.co/image/ab67616d0000b273b16e93ddeeeb8e176180f98a	https://api.spotify.com/v1/tracks/5ao8tEjVqtn9zx0YHvtNRU	2023-06-04T02:11:30Z
春の歌	Sakura Fujiwara	PLAY	https://i.scdn.co/image/ab67616d0000b273ef36e78916542abb7219b1b6	https://api.spotify.com/v1/tracks/2zWNchQ90oCpfD6ZpkTUfu	2023-06-04T02:04:41Z
ガーネット	Hanako Oku	奥華子BEST ~My Letters~	https://i.scdn.co/image/ab67616d0000b273aeaa5c9cbcbeb9483eb9285c	https://api.spotify.com/v1/tracks/46o2j2W4LSLP013d8lZTYy	2023-06-04T02:00:57Z
曇りぞらの温度	小向なる	曇りぞらの温度	https://i.scdn.co/image/ab67616d0000b273b23c0efa3bf34c26376f8b3d	https://api.spotify.com/v1/tracks/4yA7iZxoxg1FUIUBHxwntj	2023-06-04T02:00:06Z
女の子になりたい	Mafumafu	神楽色アーティファクト	https://i.scdn.co/image/ab67616d0000b2731969071da298499b6e911e1d	https://api.spotify.com/v1/tracks/5jvzrzQdRKNUSH2BlWAen6	2023-06-04T01:53:59Z
100What?! Girl (2017 Remastering)	岡本舞子	FASCINATION＋９ (2017 Remastering)	https://i.scdn.co/image/ab67616d0000b273c69e63c87512d8275b8ea192	https://api.spotify.com/v1/tracks/6zvncinXcOltB2s1E7ELu8	2023-06-04T01:52:46Z
Miss Macross	Macross 82-99	CHAM!	https://i.scdn.co/image/ab67616d0000b273ea34552ad2126a956d6dc19a	https://api.spotify.com/v1/tracks/1UMTkDVCP1Osrt9BLj12go	2023-06-04T01:44:36Z
haze	EMMA HAZY MINAMI	haze	https://i.scdn.co/image/ab67616d0000b273d827218bd1f7e2b742d41aea	https://api.spotify.com/v1/tracks/0YGFcvn4YAoHgzjjEOwORF	2023-06-04T01:31:36Z
宿命	OFFICIAL HIGE DANDISM	Traveler	https://i.scdn.co/image/ab67616d0000b27376f402d83c2a85e5deca60e7	https://api.spotify.com/v1/tracks/2yozZfRYHP7Elsymghu5t3	2023-06-04T01:28:58Z
星間飛行	ランカ・リー=中島愛	キャラクターソング・コレクション FULL OF LOVE!!	https://i.scdn.co/image/ab67616d0000b2733eeac4947ffc8c8ea92e2b75	https://api.spotify.com/v1/tracks/50ed8xwCGwUxTAOs5Gqh5f	2023-06-04T01:28:07Z
奇跡	Kumi Koda	奇跡	https://i.scdn.co/image/ab67616d0000b27344dca1c87dfeb613a4cd6dd1	https://api.spotify.com/v1/tracks/6kQw1Sc1m7IDMXYvne6TMi	2023-06-04T01:27:01Z
キューティーハニー	Kumi Koda	secret	https://i.scdn.co/image/ab67616d0000b2731242f8dad5ec08d08dd499ef	https://api.spotify.com/v1/tracks/30MH35NPiE2zKSJY1nFv3N	2023-06-04T01:22:19Z
愛のうた	Kumi Koda	Kingdom	https://i.scdn.co/image/ab67616d0000b2738e3d86b2a1e5b23e45a8480e	https://api.spotify.com/v1/tracks/6qt4DNJ94JlcYw5aZJP9D1	2023-06-04T01:22:09Z
恋しくて	Kumi Koda	Bon Voyage	https://i.scdn.co/image/ab67616d0000b273601566a20ff9f81b8eaf93b3	https://api.spotify.com/v1/tracks/0rVIqSKDcXyNtzyBT9OYka	2023-06-04T01:21:53Z
就寝御礼	PSYQUI	STYLEY! vol.2	https://i.scdn.co/image/ab67616d0000b273347f824c78331c136e8f8fcc	https://api.spotify.com/v1/tracks/4qalTfgOn1uj22GqC1jQXz	2023-06-04T01:20:51Z
ナイトオンザプラネット	Creep Hyp	夜にしがみついて、朝で溶かして	https://i.scdn.co/image/ab67616d0000b273b9edec528ff3ab401bf3e194	https://api.spotify.com/v1/tracks/41GHAXwcqJcmP3Y1U4CoiJ	2023-06-04T01:19:06Z
いばら	Ado	いばら	https://i.scdn.co/image/ab67616d0000b273e2fd0e132948d0c27192d326	https://api.spotify.com/v1/tracks/3xWRjOUp8oDOByEJbOVh6U	2023-06-04T00:45:42Z
LADY	Kenshi Yonezu	LADY	https://i.scdn.co/image/ab67616d0000b2731ed02be53f30035e33b20066	https://api.spotify.com/v1/tracks/7w6NWogvAAFdEhD9MA2uvv	2023-06-04T00:44:44Z
フライデー・ナイト	natori	フライデー・ナイト	https://i.scdn.co/image/ab67616d0000b27306f4831110130abc335f8452	https://api.spotify.com/v1/tracks/6MXlv5l2I2BRa9pO38dE1a	2023-06-04T00:44:30Z
Love Song	Uru	コントラスト(Special Edition)	https://i.scdn.co/image/ab67616d0000b273f42ec303e791b4655a344203	https://api.spotify.com/v1/tracks/2bVNCp7NZEO5wnRJnNKjff	2023-06-04T00:44:17Z
プロローグ	Uru	プロローグ	https://i.scdn.co/image/ab67616d0000b2736a81da932758060c47773764	https://api.spotify.com/v1/tracks/4YMukCV1BsdK8V9kZoQpT6	2023-06-04T00:44:12Z
心得	Uru	心得	https://i.scdn.co/image/ab67616d0000b273d9f45180b95fff6dc19f5f7b	https://api.spotify.com/v1/tracks/2hPBIYQeqpbQWSMAM9ln1w	2023-06-04T00:44:05Z
TATTOO	OFFICIAL HIGE DANDISM	TATTOO	https://i.scdn.co/image/ab67616d0000b273c40dd206a9ec33515dd7e1ea	https://api.spotify.com/v1/tracks/36jIu8oPR1Z4cguMuHxUXA	2023-06-04T00:41:20Z
Cutie Cutie	fusq	Lost Station	https://i.scdn.co/image/ab67616d0000b27339f3ace7a490b1073890f52c	https://api.spotify.com/v1/tracks/0PimqJTXOVDgTI5e79wAYb	2023-06-04T00:35:59Z
マツケンサンバⅡ	Ken Matsudaira	マツケン･サンバ Ⅱ	https://i.scdn.co/image/ab67616d0000b2730b6d8af75bf6968a307d363d	https://api.spotify.com/v1/tracks/4emdCmGcerW2gVymhw12vN	2023-06-04T00:27:54Z
よりみちリトルスター - GAME VERSION	U149	よりみちリトルスター (GAME VERSION)	https://i.scdn.co/image/ab67616d0000b273d313a2647173a5eed6a3a8aa	https://api.spotify.com/v1/tracks/0c0SOC0Vz2uQZImlGfnlMf	2023-06-04T00:19:14Z
目指せメジャーデビュー	スクールアイドルミュージカル	スクールアイドルミュージカル	https://i.scdn.co/image/ab67616d0000b273a7b5daef8a9d2bf73313ced0	https://api.spotify.com/v1/tracks/7MHFs6L090dST8fg0QeHZV	2023-06-04T00:18:14Z
New Nostalgic Friend - TV size	鳳 ここな (CV.石見舞菜香)	New Nostalgic Friend (TV size)	https://i.scdn.co/image/ab67616d0000b273d1950d7f779ce25ad41df572	https://api.spotify.com/v1/tracks/1esuDbXrSnmPP9BjgiTZOS	2023-06-04T00:17:11Z
恋のダイヤル6700	Finger 5	NEW BEST	https://i.scdn.co/image/ab67616d0000b27379060eae79464ec359e7cc84	https://api.spotify.com/v1/tracks/6n3qQi0KpK3XHKqzt9V6aB	2023-06-04T00:13:06Z
何度でも	DREAMS COME TRUE	THE LOVE ROCKS	https://i.scdn.co/image/ab67616d0000b273a6c2a27e67d006444f09eae0	https://api.spotify.com/v1/tracks/1g4iy2Fgiw0vZJE4qBNlhc	2023-06-04T00:12:01Z
うれしい！たのしい！大好き！	DREAMS COME TRUE	うれしはずかし朝帰り	https://i.scdn.co/image/ab67616d0000b273ccada37f29851e60ff8d3d15	https://api.spotify.com/v1/tracks/7tqltihMt6Z2DAFAi6eNzH	2023-06-03T23:38:02Z
Birthday	Hanako Oku	BIRTHDAY	https://i.scdn.co/image/ab67616d0000b273c2e903c7621464824bf2f0d6	https://api.spotify.com/v1/tracks/3QB6T1iZs0vsMZjvg35w5t	2023-06-03T19:51:40Z
私色STORY	シオリ (CV: 小清水亜美)	プリンセスコネクト! Re:Dive PRICONNE CHARACTER SONG 33	https://i.scdn.co/image/ab67616d0000b273b90f96c1ce4cf8a95f7ca7ea	https://api.spotify.com/v1/tracks/6rOrlSfqHjVKXwXiwxzmSG	2023-06-02T20:01:52Z
Tokimeki	Vaundy	Tokimeki	https://i.scdn.co/image/ab67616d0000b2738a91f071cc4b1cb0e65a50e8	https://api.spotify.com/v1/tracks/18gB0d6DaRPvrQBbl7WEuk	2023-06-02T19:43:20Z
MY SWEET ALIEN	Kishidan	MY SWEET ALIEN	https://i.scdn.co/image/ab67616d0000b273152ced0e506944e5e03a627e	https://api.spotify.com/v1/tracks/65bhv0xFcZ5vUWIcv4HvqP	2023-06-01T21:45:31Z
mabataki	Vaundy	mabataki	https://i.scdn.co/image/ab67616d0000b273732fb74f0aef0b98a069507d	https://api.spotify.com/v1/tracks/1mzn53qwArYj52lIGpXXlD	2023-05-27T15:46:16Z
Reboot	宮川愛李	Reboot	https://i.scdn.co/image/ab67616d0000b2735cd5da380e5325fa6759645c	https://api.spotify.com/v1/tracks/1x3rOlE0n9v4VMzXVNWat9	2023-05-27T15:22:49Z
虹とスニーカーの頃	TULIP	虹とスニーカーの頃	https://i.scdn.co/image/ab67616d0000b2736e68a9132454e3ca8c948a26	https://api.spotify.com/v1/tracks/51U43w7UpqKkOK95PWn2pB	2023-05-27T14:57:40Z
リンジュー・ラヴ - Short ballad ver.	Macaroni Empitsu	wheel of life	https://i.scdn.co/image/ab67616d0000b2730689d6f2ca69992e5038a1bc	https://api.spotify.com/v1/tracks/0JfMyNbQXhixy56BGlnGlz	2023-05-27T14:27:30Z
Season	iri	PRIVATE	https://i.scdn.co/image/ab67616d0000b273604dc83e90adc2fc0f015701	https://api.spotify.com/v1/tracks/4rcAJoljlgzkYsisGJ1NsT	2023-05-27T14:03:50Z
春はグラデーション	The Yogurts	春はグラデーション	https://i.scdn.co/image/ab67616d0000b2733f2945ebd17c65695e5e9557	https://api.spotify.com/v1/tracks/1IkCdCF5JlgKQYhgO34G3o	2023-05-26T20:02:52Z
water	Sincere	water	https://i.scdn.co/image/ab67616d0000b273a4e15040b613f08441e7c1ae	https://api.spotify.com/v1/tracks/3IB7V0e3M34XCFrUetx7eI	2023-05-26T19:57:02Z
飲みに来ないか	Sukima Switch	空創クリップ	https://i.scdn.co/image/ab67616d0000b273d0624e5204e7871f088a65b9	https://api.spotify.com/v1/tracks/7Kkck8hOJkK4sGAnFVwm47	2023-05-21T00:45:24Z
田園	Koji Tamaki	CAFE JAPAN	https://i.scdn.co/image/ab67616d0000b273966edd81ddaca0b3bd6a8986	https://api.spotify.com/v1/tracks/0b2PHexDZWgFbvRRswrfRk	2023-05-21T00:19:44Z
ふれて未来を	Sukima Switch	夏雲ノイズ	https://i.scdn.co/image/ab67616d0000b273a716d5aa6f08492ad5bdae37	https://api.spotify.com/v1/tracks/3kGNDOGUF2FrtH0YgBoCKC	2023-05-20T23:52:58Z
Hello Especially	Sukima Switch	POPMAN’S WORLD ～All Time Best 2003-2013～	https://i.scdn.co/image/ab67616d0000b273b8b567d8a00d38c441ecbca1	https://api.spotify.com/v1/tracks/33aOU2vrvSpWvVTnuX8Ecj	2023-05-20T23:08:44Z
I LOVE HIS SONG I COULD DIE	LONGMAN	I LOVE HIS SONG I COULD DIE	https://i.scdn.co/image/ab67616d0000b273407c8b2d906f07200c086380	https://api.spotify.com/v1/tracks/7bxyTGWClbH0JXhG1lYx9W	2023-05-20T21:23:38Z
鏡よ鏡	Maiko Fujita	鏡よ鏡	https://i.scdn.co/image/ab67616d0000b273bb8d059e537eb3e7bbdb53e8	https://api.spotify.com/v1/tracks/1o4WPj7HlD7gKIyJmRrOlY	2023-05-20T20:35:52Z
きょうの空にまるい月 (feat. 手嶌葵)	江﨑文武	きょうの空にまるい月 (feat. 手嶌葵)	https://i.scdn.co/image/ab67616d0000b273c281438c514aa65ef640ce94	https://api.spotify.com/v1/tracks/3UBuoI0Yn52nsB3GqX4L3s	2023-05-19T16:58:38Z
輝き	ZOOKARADERU	輝き	https://i.scdn.co/image/ab67616d0000b273ad367e2f89cdfb6b7e6f1270	https://api.spotify.com/v1/tracks/2e6nZ02qETkZALnBGG1aTl	2023-05-18T21:14:10Z
音楽のように	I Don't Like Mondays.	音楽のように	https://i.scdn.co/image/ab67616d0000b273b5f8fad69b351c6b3932ef72	https://api.spotify.com/v1/tracks/5CreYmHGYmEDN4CbxDzyy8	2023-05-18T20:12:21Z
Happy!	Mocca	Untuk Rena (Music Inspired by the Movie)	https://i.scdn.co/image/ab67616d0000b273bc554fdb659757d24c02f6d4	https://api.spotify.com/v1/tracks/4lKqdxKQGgex8TtHsVlTCs	2023-05-18T15:21:09Z
Bubblegum Party	Chevy	Bubblegum Party	https://i.scdn.co/image/ab67616d0000b27350515538b3733aa912d25274	https://api.spotify.com/v1/tracks/4XH3NVhqdG3SPENAH6Aqtu	2023-05-18T10:05:32Z
Perfume!	fusq	Lost Station	https://i.scdn.co/image/ab67616d0000b27339f3ace7a490b1073890f52c	https://api.spotify.com/v1/tracks/6BGbt6NGG5LGGqKdwAzzS8	2023-05-17T23:21:39Z
Fortune Cookie in Love ( Fortune Cookie Yang Mencinta)	JKT48	Fortune Cookies in Love	https://i.scdn.co/image/ab67616d0000b273e7a13ce78eb941820aeeb569	https://api.spotify.com/v1/tracks/3tL82LotUXYZ8bkifLmbie	2023-05-17T23:21:16Z
殺し屋危機一髪	SOIL & “PIMP” SESSIONS	CIRCLES	https://i.scdn.co/image/ab67616d0000b273e9a40c46225d258270080bda	https://api.spotify.com/v1/tracks/5kjabSZ8wUyIefj6OYGj03	2023-05-17T23:06:32Z
FUN×4	大滝詠一	A LONG VACATION	https://i.scdn.co/image/ab67616d0000b27302dbd34372e6f84b2ec7e562	https://api.spotify.com/v1/tracks/0N5AhEzIbPAaO79PJA8GXO	2023-05-17T22:59:42Z
こころ	Kazumasa Oda	自己ベスト-2	https://i.scdn.co/image/ab67616d0000b2737020012036e5406ba9f07c8d	https://api.spotify.com/v1/tracks/1ghHYRNXEd0jbmN20rgQib	2023-05-17T22:58:20Z
海が欲しいのに	Miyuki Hatakeyama	WILD AND GENTLE	https://i.scdn.co/image/ab67616d0000b2738859af8ee7bf18301e71cecb	https://api.spotify.com/v1/tracks/3UMuI3Do2J7cLp9D4opEnr	2023-05-17T22:47:18Z
14番目の月	Yumi Arai	14番目の月	https://i.scdn.co/image/ab67616d0000b2737d977ebc09f8545ae9e92ddb	https://api.spotify.com/v1/tracks/1y0uhpYwWnPoSBk6cQjXv3	2023-05-17T22:45:18Z
少女時代	Yuko Hara	MOTHER	https://i.scdn.co/image/ab67616d0000b273b716c8635d1e3e1ce31908e4	https://api.spotify.com/v1/tracks/52oan2ghpfhU73H1Sxgwve	2023-05-17T22:11:21Z
A Perfect Sky	BONNIE PINK	Every Single Day-Complete BONNIE PINK(1995-2006)-	https://i.scdn.co/image/ab67616d0000b273506279319686879a37f63b8e	https://api.spotify.com/v1/tracks/0afmCHp3P3zaGOvcwZBIB3	2023-05-17T21:28:36Z
マリーゴールド	Orange Pekoe	CRYSTALISMO	https://i.scdn.co/image/ab67616d0000b273b37ec85ccdc053e7bb24d0aa	https://api.spotify.com/v1/tracks/5sU4uWmpn135F4B3ba1Vo6	2023-05-17T21:25:28Z
悲しい気持ち（Just a man in love)	Keisuke Kuwata	Keisuke Kuwata	https://i.scdn.co/image/ab67616d0000b27325a586921425ad73d2e1d3ab	https://api.spotify.com/v1/tracks/14evwICDoy0d36Nat7hsUT	2023-05-17T21:22:00Z
中央フリーウェイ	Yumi Arai	14番目の月	https://i.scdn.co/image/ab67616d0000b2737d977ebc09f8545ae9e92ddb	https://api.spotify.com/v1/tracks/0zqwz1o4l4ltQUxgjyU4oa	2023-05-13T22:09:00Z
青空 - film track	Shikao Suga	青空/Cloudy	https://i.scdn.co/image/ab67616d0000b273c0901d67446eb6b5461b1a19	https://api.spotify.com/v1/tracks/6hgyauU1Mn9Lh09vF4OTGx	2023-05-13T21:59:33Z
しゅしゅしゅ	斉藤 朱夏	36℃/パパパ	https://i.scdn.co/image/ab67616d0000b27306659e62b3ea2209777657d8	https://api.spotify.com/v1/tracks/5YOP5uNob8OMKTwH0n38LV	2023-05-10T20:40:21Z
パパパ	斉藤 朱夏	パッチワーク	https://i.scdn.co/image/ab67616d0000b27341c3f1a83d6fb7b2b67bd241	https://api.spotify.com/v1/tracks/00IREbRMZctdMtu6vSBtdT	2023-05-10T20:40:11Z
坂道のメロディ	YUKI	すてきな15才	https://i.scdn.co/image/ab67616d0000b273c1f612b06625d38da6693b88	https://api.spotify.com/v1/tracks/65XW0J9tP56gJrPLdXgJpv	2023-05-10T20:20:00Z
当事者	EGOIST	当事者	https://i.scdn.co/image/ab67616d0000b2730b35bb3433dc09fb178a9968	https://api.spotify.com/v1/tracks/69TMjHuBaLNRtMPopKWbdC	2023-05-08T17:01:16Z
Yozora (feat. Yuta Yamamoto)	Lauren Horii	Yozora (feat. Yuta Yamamoto)	https://i.scdn.co/image/ab67616d0000b273aada287db66674d7c87af3c1	https://api.spotify.com/v1/tracks/2ldHBilHVZ1OU9VsUv4oHf	2023-05-05T20:19:54Z
Shiawase tte nandarou	Night De Light	Shiawase tte nandarou	https://i.scdn.co/image/ab67616d0000b273e18d9874d6f29e4a7321d217	https://api.spotify.com/v1/tracks/4u0ASDoe1hT2lt6Ad2hXey	2023-05-05T20:19:35Z
あなたの声	Ruah Worship	主の約束	https://i.scdn.co/image/ab67616d0000b273c1416749a433dc4c257761a2	https://api.spotify.com/v1/tracks/3iUhYXRc1OCBeFPxSLQJl2	2023-05-05T20:19:15Z
元カノ宣言	asaco	元カノ宣言	https://i.scdn.co/image/ab67616d0000b273a529b0c18f520a94aff30d44	https://api.spotify.com/v1/tracks/4JRsBnKg3PRnZeUZG19Ncy	2023-05-05T18:12:31Z
