name	artists	album	cover	href	added_at
のびしろ	Creepy Nuts	Case	https://i.scdn.co/image/ab67616d0000b2731e41d9ecc493a1341880bc1c	https://api.spotify.com/v1/tracks/3bbIIVIwBoLqVcLebiEJFo	2022-10-17T22:46:34Z
堕天	Creepy Nuts	アンサンブル・プレイ	https://i.scdn.co/image/ab67616d0000b27318285df0b7581a0fcc806afc	https://api.spotify.com/v1/tracks/5HPsZwo40KA3GThqBFZFac	2022-10-17T22:46:25Z
Vacation	Mellow Youth	Vacation	https://i.scdn.co/image/ab67616d0000b27392b29d0802a9a3812b6e53dd	https://api.spotify.com/v1/tracks/64OH5xzD542ZB3MnatFtxY	2022-10-17T22:38:14Z
アイウエ	MAISONdes	アイウエ	https://i.scdn.co/image/ab67616d0000b273978ca7c9b6ed74d2f515e409	https://api.spotify.com/v1/tracks/7rqYTYi70xZBqEMAtSVhXc	2022-10-16T19:58:00Z
Tvアニメ『からかい上手の高木さん3』ノンクレジットed「花」/高木さん(cv 高橋李依)	高橋李依	Tvアニメ『からかい上手の高木さん3』ノンクレジットed「花」/高木さん(cv 高橋李依)	https://i.scdn.co/image/ab67616d0000b2735d46e52bf94e9d5cd5757f24	https://api.spotify.com/v1/tracks/64WZ6Fk4aZXywHMjLoT4a9	2022-10-16T19:57:21Z
天使の絵の具	Mari Iijima	palette(パレット)	https://i.scdn.co/image/ab67616d0000b27357ea0e676b9f37985cb277f2	https://api.spotify.com/v1/tracks/3D8gdGUjOHEm7Xg1drhVNh	2022-10-07T21:47:50Z
シルバームーン・レッドムーン	Mari Iijima	「超時空要塞マクロス」 マクロス	https://i.scdn.co/image/ab67616d0000b273353ce8dcc0c366c415338fd2	https://api.spotify.com/v1/tracks/6voRMzN1649YnZundKqlZX	2022-10-07T21:47:35Z
私の彼はパイロット PARTI	Mari Iijima	「超時空要塞マクロス」 マクロス Vol.II	https://i.scdn.co/image/ab67616d0000b273593e7ad05ff049cbf5503912	https://api.spotify.com/v1/tracks/0ZMfsqFoLJs7jPn1NsMpLC	2022-10-07T21:47:18Z
マイ・ビューティフル・プレイス	Mari Iijima	「超時空要塞マクロス」 マクロス Vol.II	https://i.scdn.co/image/ab67616d0000b273593e7ad05ff049cbf5503912	https://api.spotify.com/v1/tracks/1Tq0y7R1eXNd33RhCvhrn5	2022-10-07T21:46:58Z
O-G LOVE	Mari Iijima	「超時空要塞マクロス」 マクロス	https://i.scdn.co/image/ab67616d0000b273353ce8dcc0c366c415338fd2	https://api.spotify.com/v1/tracks/6WpXTIb1x8mxN0to2CTvXM	2022-10-07T21:43:57Z
Bedroom Talk - Live	Official HIGE DANdism	one-man tour 2021-2022 -Editorial-@さいたまスーパーアリーナ	https://i.scdn.co/image/ab67616d0000b273705373714ddfa13f0af0d4c5	https://api.spotify.com/v1/tracks/3L7gBUi38Ng22979vJy1Yl	2022-10-04T21:36:46Z
意識	E.scene	意識	https://i.scdn.co/image/ab67616d0000b273acd30e8eebe9b9f70ee02ba6	https://api.spotify.com/v1/tracks/5gccNiLQFbdy8ell9oCEzB	2022-10-04T20:42:22Z
はっぴーえんどろーる	I's	不毛戦争	https://i.scdn.co/image/ab67616d0000b27300b21b1f4d6948eaac123f79	https://api.spotify.com/v1/tracks/1Q9Vc0U3BQLNj2IkMna71B	2022-10-04T20:30:35Z
UFO	Pink Lady	PINK LADY	https://i.scdn.co/image/ab67616d0000b273f21c3c536066b9405c4b007f	https://api.spotify.com/v1/tracks/0BnnSM6eB2Q8noDtD1RR1w	2022-09-17T10:16:11Z
渚のシンドバッド	Pink Lady	PINK LADY	https://i.scdn.co/image/ab67616d0000b273f21c3c536066b9405c4b007f	https://api.spotify.com/v1/tracks/77lDtM6G8ocXrlvriWgZBW	2022-09-17T10:16:05Z
月の明り - Ending Version	伊田 恵美	(DS Version) FINAL FANTASY Ⅳ [Original Soundtrack]	https://i.scdn.co/image/ab67616d0000b273817f43afbea7082779e281bb	https://api.spotify.com/v1/tracks/0XGiOyReub5zFcQAvynGcT	2022-09-17T07:43:17Z
PAKU	asmi	PAKU	https://i.scdn.co/image/ab67616d0000b2737d8ae42daa55755ca98d7629	https://api.spotify.com/v1/tracks/6nYezkgAePhAmnxNTQRsLV	2022-09-17T07:37:21Z
Shut Up	Mia Rodriguez	Shut Up	https://i.scdn.co/image/ab67616d0000b273cb6edbf6891cbb7b9f5962ad	https://api.spotify.com/v1/tracks/4sqUqP7QJrCtoAUGfFDjFE	2022-09-16T19:47:37Z
Fine colorday	Megumi Hayashibara	VINTAGE DENIM	https://i.scdn.co/image/ab67616d0000b27321d5b5c8e18408aaf92f9ddd	https://api.spotify.com/v1/tracks/0zjub2Sc2cFN5zzREYpNaw	2022-09-16T19:22:17Z
INTERNET OVERDOSE	NEEDY GIRL OVERDOSE	INTERNET OVERDOSE	https://i.scdn.co/image/ab67616d0000b273bc192514b9c60de32aab6f0f	https://api.spotify.com/v1/tracks/0KQt5nhZHJbarR7V4bsDZB	2022-09-16T19:01:45Z
おにごっこ	Yuuri	おにごっこ	https://i.scdn.co/image/ab67616d0000b2738d82c4fd9dfc25237024a2a7	https://api.spotify.com/v1/tracks/6AEEo4hAPdoeoIRS9TSmG5	2022-09-16T17:09:56Z
ジュエリー	Yoeko Kurahashi	ジュエリー/処方箋	https://i.scdn.co/image/ab67616d0000b273c9ea38af75e44ba242dc4d5d	https://api.spotify.com/v1/tracks/1erQBRjm9x0olxEbI7OSa0	2022-09-15T18:57:53Z
荒野流転	FictionJunction YUUKA	「幕末機関説 いろはにほへと」オープニングテーマ 荒野流転	https://i.scdn.co/image/ab67616d0000b2738e4292ea1a5bb7025ab961e5	https://api.spotify.com/v1/tracks/7rYYF2aeAV4LRBkg1hnx5M	2022-09-15T18:57:19Z
夏	Yoeko Kurahashi	御中元	https://i.scdn.co/image/ab67616d0000b2734d38e5da775c7491e7323dbd	https://api.spotify.com/v1/tracks/0EB2esTZYTHadffMh8Bp27	2022-09-15T18:56:11Z
Silly-Go-Round	FictionJunction YUUKA	circus	https://i.scdn.co/image/ab67616d0000b2730fe4d6896e30d687277e53c7	https://api.spotify.com/v1/tracks/7dQGXI7cfUsNn6KXR98DmZ	2022-09-13T15:46:04Z
Bubblegum Bitch	MARINA	Electra Heart (Deluxe)	https://i.scdn.co/image/ab67616d0000b273203e4c6a048df02a21cdd813	https://api.spotify.com/v1/tracks/6IbnUaczZBT34DhaD6S18F	2022-09-09T18:06:27Z
夜明け~朝ごはんの歌	Aoi Teshima	コクリコ坂から サウンドトラック	https://i.scdn.co/image/ab67616d0000b273645fad695a35bb7c674acb1e	https://api.spotify.com/v1/tracks/2qHOE3ATOEVatuJiCIoLV7	2022-09-07T19:50:30Z
One In A Billion	Wake Up, May'n!	One In A Billion	https://i.scdn.co/image/ab67616d0000b2735ff708386fa28395c24396a1	https://api.spotify.com/v1/tracks/2bXf2DymjtMRqurQjCTrj5	2022-09-07T17:03:20Z
ウルトラ リラックス	Tomoe Shinohara	スーパーモデル 15th Anniversary Edition	https://i.scdn.co/image/ab67616d0000b273642decc5b5448b4a40ca192b	https://api.spotify.com/v1/tracks/25IzraQSbIa16ldrInYseb	2022-09-07T16:29:42Z
恋するメトロ	Hiroko Mita	GOLDEN J-POP/THE BEST 三田寛子	https://i.scdn.co/image/ab67616d0000b2737cd369eb2f1d772e983d32f0	https://api.spotify.com/v1/tracks/6zHppvIat3Gvk2wocwtBmU	2022-09-06T19:06:08Z
春の冒険	Hiroko Mita	GOLDEN J-POP/THE BEST 三田寛子	https://i.scdn.co/image/ab67616d0000b2737cd369eb2f1d772e983d32f0	https://api.spotify.com/v1/tracks/4z0QGHy5X04GKnpo0S9blm	2022-09-06T18:49:06Z
初恋	Hiroko Mita	GOLDEN J-POP/THE BEST 三田寛子	https://i.scdn.co/image/ab67616d0000b2737cd369eb2f1d772e983d32f0	https://api.spotify.com/v1/tracks/21ARvoKRPMVOyHMzxgxJns	2022-09-06T18:37:42Z
Baby prayer	フーリンキャットマーク	女の子ダイヤル	https://i.scdn.co/image/ab67616d0000b27301b7064186e736ba2b21ac76	https://api.spotify.com/v1/tracks/7oW6dr3zVD6sUEjKIIflT6	2022-09-06T17:21:28Z
チクタクアンソロジー	フーリンキャットマーク	幻想メルヴェイユ	https://i.scdn.co/image/ab67616d0000b2733d3b51d7c464677e8a49a2a8	https://api.spotify.com/v1/tracks/5K0Z75bNy6UHYYfIGNtN0B	2022-09-06T16:13:53Z
Lovely hot spring(鳴紗Ver.)	フーリンキャットマーク	幻想メルヴェイユ	https://i.scdn.co/image/ab67616d0000b2733d3b51d7c464677e8a49a2a8	https://api.spotify.com/v1/tracks/2NodYS4kuzZl4ffjqNT262	2022-09-06T16:00:18Z
スターライトワンピースター	フーリンキャットマーク	スターライトワンピースター	https://i.scdn.co/image/ab67616d0000b273659706822bdec01c23494754	https://api.spotify.com/v1/tracks/3kHqEMYn8LyfECat1z06GR	2022-09-06T15:04:14Z
空に笑えば	wacci	群青リフレイン	https://i.scdn.co/image/ab67616d0000b2735242af48ad6eab6bafbb1a61	https://api.spotify.com/v1/tracks/5ZcBXJYkcW0vYkohSO5BKn	2022-09-01T20:38:31Z
TOKYO 4AM	CHANMINA	TOKYO 4AM	https://i.scdn.co/image/ab67616d0000b273dfc754aaeee5cf78a5a5979e	https://api.spotify.com/v1/tracks/3lbZM8EtM1dnZDunARwI1N	2022-09-01T18:52:24Z
恋だろ	wacci	恋だろ	https://i.scdn.co/image/ab67616d0000b27348019d9b58aa148a2ced022c	https://api.spotify.com/v1/tracks/0ir7DGXo3hxaPa82h1vrOj	2022-09-01T18:47:22Z
ミックスナッツ	Official HIGE DANdism	ミックスナッツ	https://i.scdn.co/image/ab67616d0000b273e4432f106a0ca7a2088fbb3d	https://api.spotify.com/v1/tracks/60ReNXcPcsVFd7nUuQw5HZ	2022-08-27T17:54:22Z
私は最強	Ado	ウタの歌 ONE PIECE FILM RED	https://i.scdn.co/image/ab67616d0000b273c37dcac99df04be050879c60	https://api.spotify.com/v1/tracks/5YQNjKZofFhlBCIzTVY6rW	2022-08-27T17:28:55Z
雨燦々	King Gnu	雨燦々	https://i.scdn.co/image/ab67616d0000b273ebd5ea08fe812be9af886a3d	https://api.spotify.com/v1/tracks/34PR0zLBVl7VMF9E7dDwdo	2022-08-27T14:18:59Z
ダンスホール	Mrs. GREEN APPLE	ダンスホール	https://i.scdn.co/image/ab67616d0000b273e552c9dbdf76676de1032ae0	https://api.spotify.com/v1/tracks/4NaaF28BeO9WzjDrSS71Nz	2022-08-27T14:11:44Z
私は最強 - ウタ from ONE PIECE FILM RED	Ado	私は最強 (ウタ from ONE PIECE FILM RED)	https://i.scdn.co/image/ab67616d0000b2736b6b10944d514599819d21e5	https://api.spotify.com/v1/tracks/7bmAgiUc4W4bfyZRCc6lOh	2022-08-27T01:07:37Z
SPY x FAMILY (KIGEKI) ENDING 1	Otakus Beat	SPY x FAMILY (KIGEKI) ENDING 1	https://i.scdn.co/image/ab67616d0000b2731cc8ef72d3c26c67993c384a	https://api.spotify.com/v1/tracks/6TS8uzDuN7R2Zb3LsmZHIa	2022-08-27T01:07:04Z
Anya Theme (From X Spy Family) - Lofi Version	Otaku Weird	Anya Theme (From X Spy Family) [Lofi Version]	https://i.scdn.co/image/ab67616d0000b2737f7cc7025cf4e6ee207f8324	https://api.spotify.com/v1/tracks/7Mfii5I9jxOFsnaJcUHF5g	2022-08-27T01:06:17Z
Spy x Family - Kigeki - LoFi Remix	l u n a i r e	Spy x Family - Kigeki (LoFi Remix)	https://i.scdn.co/image/ab67616d0000b2732ff166a82050a4fb4c3ee0f2	https://api.spotify.com/v1/tracks/6klmIXOFAyya2mNJU7WQ8I	2022-08-27T01:05:38Z
Doors	Yuka Kawamura	home again	https://i.scdn.co/image/ab67616d0000b2738fa628a9c636acc9d6df824a	https://api.spotify.com/v1/tracks/7i9S5menktWWRMlmBlNAlp	2022-08-27T00:53:17Z
ゼンシンゼンレイ	斉藤 朱夏	ゼンシンゼンレイ	https://i.scdn.co/image/ab67616d0000b27390e15440ca86468fa987170e	https://api.spotify.com/v1/tracks/5boQ5si7K5vuqAsq8elTC6	2022-08-25T14:15:47Z
Ok Computer	Lemaitre	Ok Computer	https://i.scdn.co/image/ab67616d0000b273fdaa29fdd3e709158ec244ff	https://api.spotify.com/v1/tracks/0QgGXsIAWZYjfgw2g1Vjrs	2022-08-25T13:37:28Z
See Tình (Speed Up Version)	Hoang Thuy Linh	See Tình (Speed Up Version)	https://i.scdn.co/image/ab67616d0000b273f5cacb11a1dd052308fc3d22	https://api.spotify.com/v1/tracks/5sCATdnR2mWbHgdmIXBFHa	2022-08-23T22:07:46Z
夜空のメロディー - DJ TORA + ZK Club Remix	Sweet Licious	Girlicious (初回盤)	https://i.scdn.co/image/ab67616d0000b273b7da1d1dc8cef25e16a3da4a	https://api.spotify.com/v1/tracks/6D13b6MpeySz0uhzFuUX6L	2022-08-10T21:18:33Z
Love Again ~永遠の世界~	Sweet Licious	Girlicious (初回盤)	https://i.scdn.co/image/ab67616d0000b273b7da1d1dc8cef25e16a3da4a	https://api.spotify.com/v1/tracks/1afyuTL5thxfia3ern8EUP	2022-08-05T19:03:09Z
世界でいちばん熱い夏 (平成レコーディング) 2012mix	PRINCESS PRINCESS	THE REBIRTH BEST〜再会〜	https://i.scdn.co/image/ab67616d0000b2736280e0e867a481555c88d66f	https://api.spotify.com/v1/tracks/6c2naIwYp0iRE9Ava2Xqzh	2022-08-05T15:19:35Z
OH YEAH !	PRINCESS PRINCESS	The Greatest Princess	https://i.scdn.co/image/ab67616d0000b273efb56fa9c0b1c3aa2b78de9b	https://api.spotify.com/v1/tracks/4GAAXyEODRSDdtLHwe6A5s	2022-08-05T13:00:31Z
DIAMONDS (ダイアモンド)	PRINCESS PRINCESS	The Greatest Princess	https://i.scdn.co/image/ab67616d0000b273efb56fa9c0b1c3aa2b78de9b	https://api.spotify.com/v1/tracks/1oqoXgWdAtce5vp0mGlJ7C	2022-08-04T21:46:39Z
M	PRINCESS PRINCESS	LET'S GET CRAZY	https://i.scdn.co/image/ab67616d0000b2738a28ac1a943474b90bd8b2a0	https://api.spotify.com/v1/tracks/6BfUQLZUufrF08faHfiwSl	2022-08-04T21:46:31Z
世界でいちばん熱い夏	PRINCESS PRINCESS	STAR BOX EXTRA PRINCESS PRINCESS	https://i.scdn.co/image/ab67616d0000b273d57c7bcb5c47dec8e0963ed3	https://api.spotify.com/v1/tracks/5lyfW4Q2rDarzlpnh09BYW	2022-08-04T21:46:10Z
愛・おぼえていますか	Mari Iijima	palette(パレット)	https://i.scdn.co/image/ab67616d0000b27357ea0e676b9f37985cb277f2	https://api.spotify.com/v1/tracks/6rfiZvgzmHoohZs5OCo3D7	2022-08-03T22:01:44Z
Kiss Me Once Again	小山水城	Angel's Dream	https://i.scdn.co/image/ab67616d0000b27333947006be11ffd1cfc40922	https://api.spotify.com/v1/tracks/5IomLfhBNC3xAeOztPjtcw	2022-08-03T10:37:01Z
Don't Stop Love	小山水城	Angel's Dream	https://i.scdn.co/image/ab67616d0000b27333947006be11ffd1cfc40922	https://api.spotify.com/v1/tracks/5j7nwhoNnSTIVcGO1Ed9Zf	2022-08-03T10:20:51Z
気の毒なあいつ	小山水城	Angel's Dream	https://i.scdn.co/image/ab67616d0000b27333947006be11ffd1cfc40922	https://api.spotify.com/v1/tracks/4eoemMCmhpJufBSM0ICi9u	2022-08-03T10:08:10Z
単焦点	Penthouse	単焦点	https://i.scdn.co/image/ab67616d0000b273eb2839c3685cdfe0e10531b9	https://api.spotify.com/v1/tracks/5hSPZjxHkaMOJSPoatZrIp	2022-08-01T19:30:48Z
私らしく生きてみたい -5th Celebration Tour 2019 ~MONSTER GROOVE PARTY~-	Little Glee Monster	5th Celebration Tour 2019 ~MONSTER GROOVE PARTY~	https://i.scdn.co/image/ab67616d0000b27376e7a8388b2b8d877e5cdd2f	https://api.spotify.com/v1/tracks/4zMVG8DMWxqBr3AQuWNgLq	2022-08-01T19:09:40Z
ギュッと	Little Glee Monster	Flava	https://i.scdn.co/image/ab67616d0000b2734bacc39dba33cef0de592d87	https://api.spotify.com/v1/tracks/6zLGSD93cilGg1UZ9b9QDz	2022-08-01T18:01:47Z
one-room dreamy days - English version	黒猫ノラ	one-room dreamy days (English version)	https://i.scdn.co/image/ab67616d0000b273995a39f5565121b44a824510	https://api.spotify.com/v1/tracks/3l6ldsdWZg9uCahcGeModF	2022-07-30T20:54:09Z
one-room dreamy days - Japanese version	黒猫ノラ	one-room dreamy days (Japanese version)	https://i.scdn.co/image/ab67616d0000b273b0e4ba81a2a98125224e221c	https://api.spotify.com/v1/tracks/2l2iJhDkwanzB7WjhxLj6Y	2022-07-30T20:53:30Z
世界はあなたに笑いかけている	Little Glee Monster	Flava	https://i.scdn.co/image/ab67616d0000b2734bacc39dba33cef0de592d87	https://api.spotify.com/v1/tracks/0ovs8Z1ZvFSyo3irudmLHu	2022-07-27T22:15:15Z
いつかこの涙が	Little Glee Monster	juice	https://i.scdn.co/image/ab67616d0000b273a1878015fd91ac956a21ef7b	https://api.spotify.com/v1/tracks/4w6yc9L7TpBumhycMAL9Ku	2022-07-27T22:15:08Z
なにやってもうまくいかない	meiyo	なにやってもうまくいかない	https://i.scdn.co/image/ab67616d0000b273f6c6efed4e97fc00448c1c3e	https://api.spotify.com/v1/tracks/2ILz4eU7UCTv0Wup7F5lVt	2022-07-27T22:09:04Z
クエスチョン	meiyo	クエスチョン	https://i.scdn.co/image/ab67616d0000b273edc5c3ac207b0b19bfa66de2	https://api.spotify.com/v1/tracks/4PeQ5j5eCRBrf54CiBmOmw	2022-07-27T22:08:52Z
好きだ	YOASOBI	好きだ	https://i.scdn.co/image/ab67616d0000b2737e7ea9d9c7f3a9fcb28ecbd0	https://api.spotify.com/v1/tracks/7537JfhvVpEqkrY2CIY7zu	2022-07-27T21:56:36Z
怪物	YOASOBI	THE BOOK 2	https://i.scdn.co/image/ab67616d0000b2739c3625a413a9a79facea38c2	https://api.spotify.com/v1/tracks/6uhIF5J5Txaie0is2nXdxU	2022-07-27T21:56:22Z
真夏の果実	サザンオールスターズ	真夏の果実	https://i.scdn.co/image/ab67616d0000b2731a8eb31057297806a9921354	https://api.spotify.com/v1/tracks/3AVLsBieDGotYuo5RPEL64	2022-07-27T21:53:03Z
夢で逢えたら	大滝詠一	夢で逢えたら EP	https://i.scdn.co/image/ab67616d0000b2735bb6806b191405b6df65fe72	https://api.spotify.com/v1/tracks/3YU95mjjAYzx4gVgK0RioG	2022-07-27T21:49:09Z
フィクション	sumika	Chime	https://i.scdn.co/image/ab67616d0000b27353f800c56583e4b014d5006e	https://api.spotify.com/v1/tracks/47eLnWll78mdBJjcgJu34o	2022-07-27T21:32:32Z
AMERICA	Shogo Hamada	The History of Shogo Hamada“Since 1975”	https://i.scdn.co/image/ab67616d0000b27373f3fde0e4a8c4e9a0a767b9	https://api.spotify.com/v1/tracks/4SHNmOMEbM0uTSc6nBpPRz	2022-07-27T20:49:09Z
恋するフォーチュンクッキー	AKB48	恋するフォーチュンクッキー <Type-A> 通常盤	https://i.scdn.co/image/ab67616d0000b27367e2fee59f3295d99c8e9b90	https://api.spotify.com/v1/tracks/3Tw2WaAaeRj0YKtTUogJVz	2022-07-18T21:24:58Z
It's So Creamy	Miki Matsubara	POCKET PARK	https://i.scdn.co/image/ab67616d0000b273eb3590c8236de432be4d40bf	https://api.spotify.com/v1/tracks/2WY5fw5RRAdNnTMV1KGr5M	2022-07-18T20:00:00Z
DOWN TOWN	EPO	DOWN TOWN	https://i.scdn.co/image/ab67616d0000b273ca11e986d5799c681096499e	https://api.spotify.com/v1/tracks/1ieDsFmQ8UOXyB0ewolkXH	2022-07-17T00:19:56Z
Kawaii future bass	A. (Soul)	Kawaii future bass	https://i.scdn.co/image/ab67616d0000b273c1334bc27c84250927e07807	https://api.spotify.com/v1/tracks/678WD1OuZvx9P4a7JPMgbj	2022-07-16T23:52:42Z
ありの歌	Yanawaraba	結~ベスト&コラボレーション~/ベスト盤	https://i.scdn.co/image/ab67616d0000b2730c35da1f3b9da3e65c64b085	https://api.spotify.com/v1/tracks/5AoL1SV17GvfEpXrhxaGbb	2022-07-15T07:15:11Z
プラチナ	Maaya Sakamoto	カードキャプターさくら ソングコレクション 1999.4~2001.2	https://i.scdn.co/image/ab67616d0000b27322541d2b659c617d90ccfc6c	https://api.spotify.com/v1/tracks/1NAiiojhfSM62hEar7wVTg	2022-07-13T18:03:22Z
遅咲きガール - 2016 Remaster	Jun Togawa	好き好き大好き	https://i.scdn.co/image/ab67616d0000b273810e20181ee35112b2cd13e7	https://api.spotify.com/v1/tracks/1qR6P1Nqr9kW5HKGhBq7i2	2022-07-13T13:57:59Z
唇よ、熱く君を語れ	Machiko Watanabe	Libra	https://i.scdn.co/image/ab67616d0000b2738f58582e1ac40ec44462283a	https://api.spotify.com/v1/tracks/2fnnbne12pt1I7wsTVcKY1	2022-07-13T12:47:42Z
風になりたい	THE BOOM	89-09 THE BOOM COLLECTION 1989-2009	https://i.scdn.co/image/ab67616d0000b273cece28326e451e65886ee166	https://api.spotify.com/v1/tracks/5KX50ForBVXGmzbaoD5e7k	2022-07-13T11:59:21Z
Rock'n Rouge	Seiko Matsuda	SEIKO STORY〜80's HITS COLLECTION〜	https://i.scdn.co/image/ab67616d0000b273c8860160c597bdee3d95128a	https://api.spotify.com/v1/tracks/3kXXo596FVDfIevGEatyIn	2022-07-13T08:25:01Z
I FEEL COKE	Daisuke Inoue	BLUE	https://i.scdn.co/image/ab67616d0000b2739830f510d14c62b6e3574da6	https://api.spotify.com/v1/tracks/4MZtQOlLmHtturyxriXnHH	2022-07-13T08:07:39Z
う、ふ、ふ、ふ、	EPO	VITAMIN E・P・O	https://i.scdn.co/image/ab67616d0000b27305e0d091d113e687913e91fb	https://api.spotify.com/v1/tracks/1rUwkDtpGOztJ0j0GUnl0I	2022-07-13T08:04:16Z
街のドルフィン - 2020 Remaster	Kingo Hamada	midnight crusin' (2020 Remaster)	https://i.scdn.co/image/ab67616d0000b273078e39dcbc7766f963116c1e	https://api.spotify.com/v1/tracks/1puJFK1ZUIcJAdEHcLJd8E	2022-07-13T08:00:30Z
夏のミラージュ	Kanako Wada	Esquisse(エスキース)	https://i.scdn.co/image/ab67616d0000b2734c29c981ac9a4d45592b5755	https://api.spotify.com/v1/tracks/17QmZTdwAkTB3b9rGLNbur	2022-07-11T11:03:29Z
Sotsugyou	Momoko Kikuchi	TROPIC of CAPRICORN	https://i.scdn.co/image/ab67616d0000b27394906ac019d10a9031369a06	https://api.spotify.com/v1/tracks/0JtYAmB8HvGkw6dSULoB10	2022-07-11T10:57:39Z
On a Clear Day	Joe Hisaishi	Kiki's Delivery Service Soundtrack Music Collection	https://i.scdn.co/image/ab67616d0000b27333c927e353611ebb8115fc90	https://api.spotify.com/v1/tracks/1P47jw1VxOTQ0MM6sGKCkP	2022-07-11T10:47:38Z
青春のリグレット	Yumi Matsutoya	DA・DI・DA (ダ・ディ・ダ)	https://i.scdn.co/image/ab67616d0000b27316e02201171582e41538677c	https://api.spotify.com/v1/tracks/49xJx5M6Kk1lf5lJUYnLvf	2022-07-11T10:44:32Z
Natsuiro Kataomoi	Momoko Kikuchi	Sotsugyoukinen Vol.2	https://i.scdn.co/image/ab67616d0000b273b522a8cc98ca29544f1255b5	https://api.spotify.com/v1/tracks/2mzRGPyh4brKSNHgqFRBrX	2022-07-11T10:35:08Z
Departure	Joe Hisaishi	Kiki's Delivery Service Soundtrack Music Collection	https://i.scdn.co/image/ab67616d0000b27333c927e353611ebb8115fc90	https://api.spotify.com/v1/tracks/7uNu0IWPFHHmi8KI3akdEg	2022-07-11T10:25:45Z
DRIVING MY LOVE	Anri	Timely!!	https://i.scdn.co/image/ab67616d0000b273cfd93d36fe2365f9436587d1	https://api.spotify.com/v1/tracks/20JcU4ZiYAuKE4oIal8WoV	2022-07-11T10:17:53Z
Aka to Kuro	Yoshimi Iwasaki	Ring - a - Ding	https://i.scdn.co/image/ab67616d0000b273c0eed4345a488ca0511b10bc	https://api.spotify.com/v1/tracks/1iV6D3gtkc73aZihiULVo9	2022-07-11T08:49:27Z
DON'T COMMIT SUISIDE	I's	DON’t COMMIT SUICIDE	https://i.scdn.co/image/ab67616d0000b273ebc609f408549e1eb781a7b3	https://api.spotify.com/v1/tracks/1SwcxRIEl2Eb4NvI3PSWW9	2022-07-09T14:22:57Z
たからもの	Yoko Ishida	たからもの	https://i.scdn.co/image/ab67616d0000b273f8484915e75c38d9d71ac097	https://api.spotify.com/v1/tracks/1SNFxkjRBsNEyFwnfZG19p	2022-07-09T13:07:27Z
藍	Sukima Switch	夕風ブレンド	https://i.scdn.co/image/ab67616d0000b273078223e63b7f85150a68ee33	https://api.spotify.com/v1/tracks/5GEorq35m7QR58438HjBXs	2022-07-09T13:07:09Z
Lovely City	Calum Bowen	Lovely Planet (Original Game Soundtrack)	https://i.scdn.co/image/ab67616d0000b2731fc3f105a4b50c7e2320d087	https://api.spotify.com/v1/tracks/2JpSBwBn7pazsn6IgjPYhv	2022-07-07T15:33:32Z
SUMMER TRIANGLE	しゃろう	SUMMER TRIANGLE	https://i.scdn.co/image/ab67616d0000b273cdce8f2616510e654879dc10	https://api.spotify.com/v1/tracks/1jrQcPLhcRWI6LUWojOOp0	2022-07-07T15:28:16Z
Garden Girl	QUO	Garden Girl	https://i.scdn.co/image/ab67616d0000b273ecb84e3e34cfe83bfce062cb	https://api.spotify.com/v1/tracks/70KrAnxcR0npk3YKDJunXQ	2022-06-30T17:48:15Z
さよならを おしえて	Yukari Tamura	花降り月夜と恋曜日。	https://i.scdn.co/image/ab67616d0000b27339460393c892abd0433344c8	https://api.spotify.com/v1/tracks/42Eb4awdFfXH8YabnWrFYw	2022-06-27T22:04:30Z
月灯り	Yukino Nakajima	N.Y.	https://i.scdn.co/image/ab67616d0000b2738d0674247b02a0c179554398	https://api.spotify.com/v1/tracks/3kCHwtazxRXsVgoNxudv7u	2022-06-27T22:03:03Z
月明りの調べ	BGM コンシェルジュ	癒しのクリニックBGM・ピアノ(内科)	https://i.scdn.co/image/ab67616d0000b273147e097e8707e6100e28d361	https://api.spotify.com/v1/tracks/2nIYr5hqiYyAclg1L429Xv	2022-06-27T21:47:47Z
Moonshine〜月あかり〜	Nao Matsushita	poco A poco	https://i.scdn.co/image/ab67616d0000b273df1e157a0f1c84114feffeea	https://api.spotify.com/v1/tracks/6Ds3FNDBXrHQ8jmySfNfzO	2022-06-27T21:47:20Z
ツキアカリ	Rie fu	Tobira Album	https://i.scdn.co/image/ab67616d0000b2733ddc61516a073e971602f533	https://api.spotify.com/v1/tracks/06PeinAja9yRQGxO2L549Z	2022-06-27T21:44:53Z
ガラスの草原	Momoko Kikuchi	菊池桃子スペシャル・セレクションI	https://i.scdn.co/image/ab67616d0000b273bafc0da82985ef5e60905feb	https://api.spotify.com/v1/tracks/3f4ftoV7lAFF70hXnPmtuP	2022-06-27T21:29:09Z
Go Live!	Nana Mizuki	Go Live!	https://i.scdn.co/image/ab67616d0000b27337f0cf4308fd51cb4b10c08f	https://api.spotify.com/v1/tracks/7DtziIc0PbQqXEA2y0GpCR	2022-06-26T18:14:35Z
愛さ生まり島	Rimi Natsukawa	会いたい ~かなさんどぉ~	https://i.scdn.co/image/ab67616d0000b273f4958f61f368fba93bd6927a	https://api.spotify.com/v1/tracks/30ZrfAG2MkVujIE6xAdoy9	2022-06-24T19:23:07Z
おしえてMoonlight	Bakusute Sotokanda Icchome	おしえてMoonlight	https://i.scdn.co/image/ab67616d0000b2730bebd6c9b6cf917275db047b	https://api.spotify.com/v1/tracks/3nt17jj6Zb0x9nDj5auRLi	2022-06-24T19:20:29Z
